Date,HDFCBANK.NS,ITC.NS,RELIANCE.NS,SUNPHARMA.NS,TCS.NS
2020-01-02,0.006353893517599379,0.007322977713171577,0.01688119863505635,0.0014956702895183931,-0.004600903424462664
2020-01-03,-0.014363314477724029,-0.00564427306999854,0.0012041971697704195,0.021943950624834008,0.019732915942320267
2020-01-06,-0.021879273268574764,-0.014358484977574484,-0.023465365275183402,-0.010514009375598979,-9.056175921808594e-05
2020-01-07,0.015710692387002585,0.0010628243994685418,0.015267461160470132,0.014554400089919569,0.002451160099223937
2020-01-08,-0.002621204036300751,-0.00489833979003742,-0.007538582649126729,-0.014213481222580591,0.022147955583343846
2020-01-09,0.011152104052294361,0.0068084841461905935,0.022770212881702154,-0.000568188973603527,-0.018302075042269522
2020-01-10,0.00884838852649993,0.009286775319599838,-0.0002261635205249042,0.008489487093666623,-0.00036142736564506907
2020-01-13,0.0025695660117160063,0.00523833586101643,-0.0025553530190613894,0.0022517923881969254,-0.010536332016871996
2020-01-14,0.0027180199099682326,0.01658072023056846,-0.009306762958007402,0.003144145885026602,0.0075275102861792585
2020-01-15,-0.004079805256370774,-0.003500538338988569,-0.0036353122385305125,0.006815072520265331,0.009021458337718119
2020-01-16,0.0026440466654894666,-0.006830170287754276,0.00917757160150538,0.0,0.00532954797576905
2020-01-17,-0.007405288607632018,-0.0033283764723191383,0.027639949283087953,0.012283644280390834,-0.008838157051270567
2020-01-20,-0.01835775146637291,0.00809376585565082,-0.031255133045341124,-0.011393411799329648,-0.022213048423530172
2020-01-21,-0.008442486351976256,-0.014364840858010437,0.0010110074442387497,-0.00457152116312599,0.0003221771703978524
2020-01-22,-0.002816779702799626,-0.0016787349446249057,-0.0003586904858590867,-0.002461597582416313,0.01637802199091585
2020-01-23,0.003218485631060373,-0.0006304544348854002,-0.004247953265369784,0.0079229198509962,-0.004985438777213849
2020-01-24,-0.00024106617052579787,0.0010502413647476459,-0.003477402882309655,-0.004567663178169634,-0.0034518978189378127
2020-01-27,-0.0255126027445957,-0.015018653891621506,-0.009907320656657455,0.0013391014723892773,-0.006501592525959566
2020-01-28,0.008208803605244114,-0.016547035783967868,-0.023370103622432584,0.00998550557483023,0.0066620326866679
2020-01-29,0.010288624859893859,0.025247227136269732,0.00548860684937423,-0.0062014541200834696,-0.013438812857409934
2020-01-30,-0.007961058579623504,-0.011047484796880709,-0.024696809194131707,-0.017933758667476575,-0.0078043486245838395
2020-01-31,0.00020371378797077766,0.00468892686602897,-0.02248471357555356,-0.017800603987649058,-0.02788949842643444
2020-02-03,-0.02769811117542486,-0.12461032146623359,-0.018698034298009206,-0.03933117971097854,0.011216322947449658
2020-02-04,0.03054815967107895,0.03804338637312041,0.029092787978780392,0.019213142017341353,0.0024937203321974623
2020-02-05,0.012002729134075463,0.003702822111728088,0.015374522695957646,0.0014086605131132428,0.018240729676260524
2020-02-06,-0.003904282174609534,-0.01348851651377333,0.0064000085285858595,0.010269635934254276,-0.00851483301015807
2020-02-07,0.0019339691826651844,-0.000702630472428277,-0.016704833192659783,0.00034827980546029623,0.0038454384839506374
2020-02-10,-0.0015306855987616682,-0.013445283383940613,0.0013593846055154485,-0.024675254474917998,0.011817973608583153
2020-02-11,0.00024178848144413586,0.00968953006952256,0.011875354246851353,-0.004172432427468779,-0.003962237633017705
2020-02-12,0.006748097387439417,0.0021143297464195658,0.01200802941300203,-0.009482111647574436,0.008024434143572118
2020-02-13,-0.006103441171822684,-0.005412530448389114,0.0026150893315041697,0.010437417266992266,0.009719115934290133
2020-02-14,-0.017922002464035684,-0.020019670240570307,0.00908256787960627,-0.0009553056194179061,-0.0035422537416126515
2020-02-17,-0.0018055679911530337,-0.014060961359351611,-0.006305136468062232,-0.01735578565675688,0.008684203258343697
2020-02-18,-0.0032095169153961364,-0.00464940458668637,-0.007366924822669372,0.0006120366501990904,0.0056572469877608726
2020-02-19,0.011432434586884862,0.013884046708835458,0.024503212866976272,-0.012558651178798794,-0.008794075254587485
2020-02-20,-0.008264111250155077,0.003621828963062806,-0.011940857198630693,0.0034631282465647554,-0.01817134306620963
2020-02-24,-0.005891965779773401,-0.021684128138214298,-0.02797958241689385,-0.017688477622485568,-0.01940526826443582
2020-02-25,-0.008007380408300407,-0.005928918974365548,-0.01995627078164468,-0.022752979822399683,0.019104078875911635
2020-02-26,-0.0008752175878214726,-0.015984422354340597,-0.01737693395912583,-0.03719646512479289,-0.015211583587241673
2020-02-27,0.0001666804141670913,-0.005301114540485545,-0.004139247281836395,0.036167476216581736,-0.008559906490234644
2020-02-28,-0.018342096501420737,0.0,-0.042439024048001185,-0.0409829828293463,-0.05133063492585968
2020-03-02,0.001654338045324964,-0.011454912532433633,-0.009452393243049766,-0.00915937650216949,0.0005746703530787522
2020-03-03,0.0018635350452584616,-0.007451942940670515,0.020083365073366888,0.06305723655732902,0.01728842843406294
2020-03-04,-0.02827748255296171,-0.03330593340550802,-0.0023485203218543645,0.02978960762250606,0.022819984204435078
2020-03-05,0.002173676974095895,0.0029289911177790575,-0.021540982845726062,-0.0013575977067190885,0.019890083828973427
2020-03-06,-0.014390569304740393,-0.034075973818620445,-0.031100933022699766,-0.009928107356495953,-0.004055348898687921
2020-03-09,-0.02461973835237715,-0.02535296499596219,-0.13171204245648357,-0.01901198103000598,-0.07051420164632856
2020-03-11,0.0058527733249565065,-0.008785455142192746,0.03475229996909468,-0.018992143357102365,-0.009500814463690109
2020-03-12,-0.08670122012197516,-0.11992037886536154,-0.08174894185387976,-0.08415369699943147,-0.09883007130184529
2020-03-13,0.0463954209941423,0.04056541624310801,0.03902165698765843,0.0796090346186628,0.020385430362859953
2020-03-16,-0.0679718243283471,-0.09700670014288362,-0.08453875086460177,-0.041586705775504246,-0.06277184852248553
2020-03-17,-0.024715168426761556,0.01282071788281404,-0.007609855111084191,0.004331855406336843,-0.02289648559524396
2020-03-18,-0.10614703025817278,0.010338546137015608,-0.03997497970423559,-0.020194266712955357,-0.00217355945407286
2020-03-19,0.021045040436488065,0.07137896204941534,-0.053877975994262035,-0.006499635187793692,-0.003690537397405409
2020-03-20,-0.014282691178742661,0.08096913495636067,0.10367550319833038,0.01336770712211126,0.09390075779939835
2020-03-23,-0.1347538172272761,-0.12874043794866794,-0.1410322737860555,-0.11829644847814391,-0.07372481489337045
2020-03-24,-0.005002529816011531,-0.03026554952886683,0.06497663844468102,0.03229256690166498,0.019835323718975985
2020-03-25,0.1097472323721398,-0.01582249217807928,0.13730700669336923,0.036618044103176976,0.027307786112937216
2020-03-26,0.050469908579161775,0.05960619008922994,-0.014941189799520804,-0.0272631584370571,0.022958883021086337
2020-03-27,0.0037108967011283823,0.04255952243914683,-0.0005629398394930231,-0.00014761841133908743,0.018559893608026175
2020-03-30,-0.08391526051001691,-0.024815034462753287,-0.03354241916592599,-0.01654427915655393,-0.02553561821860191
2020-03-31,0.03572745240925611,0.07558736681813044,0.07773719714687904,0.0572420098615083,0.02641230150206601
2020-04-01,-0.03813526147875983,-0.03135439567041659,-0.030355087522254954,-0.02515052224017234,-0.0664205290266131
2020-04-03,-0.01922793938717129,0.06682727531167078,-0.0027805307834093992,0.09012343293806631,-0.032444568410649584
2020-04-07,0.09627593798139436,0.02030937244697073,0.11279481306974991,0.10446915359641816,0.0705955580969014
2020-04-08,-0.00806716717205171,-0.0161025496722047,-0.011633620206712455,0.04532119872421838,-0.040084035313330685
2020-04-09,0.03986299237981753,0.03627792486495073,0.023051472590831863,0.03984130590044034,0.0349729481570985
2020-04-13,-0.03263314605403314,-0.01989977135424545,-0.025570978397876865,0.01723436035698007,-0.003914350690312029
2020-04-15,-0.03645234129269387,0.04179043992739252,-0.0336073650840151,-0.028853895678378923,-0.013793798529357226
2020-04-16,0.01887544570716135,-0.015970507820422298,0.015704256878316225,0.031769508065811504,-0.011068514010739347
2020-04-17,0.034136458083536825,0.009347319222017854,0.04678842326023877,-0.014335540637501993,0.05119982685028638
2020-04-20,0.037251879543072186,-0.040135533517120105,0.01604709372226915,0.035038385423698255,0.00686932722594405
2020-04-21,-0.024860523967400648,-0.0061060466946575645,-0.005199141629774448,-0.0005281662956774284,-0.0455608836322848
2020-04-22,0.007512523083716011,0.014647021173766884,0.09715599144019448,0.0025329837453450647,0.018163470890823426
2020-04-23,0.027980991863842685,-0.009371497460553452,0.005339539587064372,0.006513931328036757,0.05964340125123117
2020-04-24,-0.017855884281237404,-0.002773082605837696,0.03307436683565215,0.0168227670858512,-0.03230083462073715
2020-04-27,-0.008941219923120502,-0.00111151780614727,0.008957594927250474,0.008919155163665949,0.009876469635230041
2020-04-28,0.0018268670651469835,-0.0022266420214502344,-0.0011197100841454772,-0.03309940087309532,0.012149600664143223
2020-04-29,0.047900138519221605,0.01493384404093047,-0.0008405584887211264,0.007776350517300801,0.024757522027724833
2020-04-30,0.02496456715228527,-0.0005490919449833095,0.02699816672601958,-0.028024415781098117,0.05552285216871864
2020-05-04,-0.08192430099913171,-0.044938515835136986,-0.021233190040723906,0.0021508397938171586,-0.04259305363072758
2020-05-05,-0.012592424991290941,-0.0008625996468610634,0.017577228572631592,-0.019854128006140934,0.0011909849381542344
2020-05-06,0.03762855940155794,-0.0592235916610095,6.847236482210146e-05,-0.004172692559873984,-0.015197164052457574
2020-05-07,-0.022871651427345138,-0.017852038046448547,0.03113771795420899,-0.004853238088561586,-0.006297401280738696
2020-05-08,0.004368791254664056,-0.017228559169958194,0.03575134658787861,0.03647821880392186,0.000924736289558942
2020-05-11,-0.014364547999746057,0.0012631364124157263,0.009558422959695946,-0.011041547395704388,0.021888185015692115
2020-05-12,-0.015682474995668973,0.040809233048678985,-0.06386229322828955,0.00010785709070884959,0.007310532994343795
2020-05-13,0.028538970834288774,0.002118394973264674,0.020994800509023286,-0.025213014125503756,7.701078641593985e-05
2020-05-14,-0.03728428503266333,-0.00972065237476038,-0.041269004983316294,0.00792701189220054,-0.024559893684881554
2020-05-15,-0.0062295621344079285,0.005175593639638956,0.01619870728627866,-0.016251466308832462,-0.00497995823264595
2020-05-18,-0.05973483313520116,0.0006075675005181946,-0.012861416612433426,-0.01776725538432827,0.02746035997781146
2020-05-19,-0.0071972295409776415,0.03577116023398622,-0.022354700722594087,0.002266547416128269,0.0015664896303641935
2020-05-20,0.03134603586079737,0.028862139938734203,0.017449465149747247,0.03131350394466105,0.00253678916099746
2020-05-21,0.0028544731817658933,0.07241975811326574,0.005252101945098538,0.023206288284295218,0.019063859580602884
2020-05-22,-0.02437725104619267,-0.01385579951229325,-0.006753014045121094,0.0063043840234638954,0.014533225546241157
2020-05-26,0.01602412362969902,0.028305184613993683,-0.005252901054358558,-0.02207826995525661,-0.039037605024528174
2020-05-27,0.058386170300141024,0.002344673520332911,0.014985052676507179,-0.01813123352367587,0.0315605379246002
2020-05-28,0.04500731309148053,-0.007837220377193232,0.018301890808438352,0.018022470929486365,-0.0004986315810486557
