Ticker,HDFCBANK.NS,ITC.NS,RELIANCE.NS,SUNPHARMA.NS,TCS.NS
HDFCBANK.NS,1.0,0.29975191628680775,0.44383077435827983,0.2689197500578854,0.3185241386628551
ITC.NS,0.29975191628680775,1.0,0.3134215912030471,0.30410297263390457,0.24845798349604942
RELIANCE.NS,0.44383077435827983,0.3134215912030471,1.0,0.32218352506622916,0.3911196955584096
SUNPHARMA.NS,0.2689197500578854,0.30410297263390457,0.32218352506622916,1.0,0.27943340466619165
TCS.NS,0.3185241386628551,0.24845798349604942,0.3911196955584096,0.27943340466619165,1.0
